file_path,group,animal_id,sex
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IC57S0C2M4ODEspontaneoMesox10000.mat,Ctrl-Meso-M,IC57S0C2M4ODEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IC57S0C2M4OIEspontaneoMesox10000.mat,Ctrl-Meso-M,IC57S0C2M4OIEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IIC57C2M3ODEspontaneoMesox10000.mat,Ctrl-Meso-M,IIC57C2M3ODEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IIC57S0C1M1ODEspontaneoMesox10000.mat,Ctrl-Meso-M,IIC57S0C1M1ODEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IIC57S0C1M1OIEspontaneoMesox10000.mat,Ctrl-Meso-M,IIC57S0C1M1OIEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IIC57S0C1M2ODEspontaneoMesox10000.mat,Ctrl-Meso-M,IIC57S0C1M2ODEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IIC57S0C1M2OIEspontaneoMesox10000.mat,Ctrl-Meso-M,IIC57S0C1M2OIEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IIC57S0C1M3ODEspontaneoMesox10000.mat,Ctrl-Meso-M,IIC57S0C1M3ODEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IIC57S0C1M3OIEspontaneoMesox10000.mat,Ctrl-Meso-M,IIC57S0C1M3OIEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IIC57S0C2M1ODEspontaneoMesox10000.mat,Ctrl-Meso-M,IIC57S0C2M1ODEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IIC57S0C2M1OIEspontaneoMesox10000.mat,Ctrl-Meso-M,IIC57S0C2M1OIEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IIC57S0C2M2ODEspontaneoMesox10000.mat,Ctrl-Meso-M,IIC57S0C2M2ODEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IIC57S0C2M2OIEspontaneoMesox10000.mat,Ctrl-Meso-M,IIC57S0C2M2OIEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IIC57S0C2M3ODEspontaneoMesox10000.mat,Ctrl-Meso-M,IIC57S0C2M3ODEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IIC57S0C2M3OIEspontaneoMesox10000.mat,Ctrl-Meso-M,IIC57S0C2M3OIEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Hembras/IC57S6C2H1ODEspontaneoFotox10000.mat,Ob-Foto-H,IC57S6C2H1ODEspontaneoFotox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Hembras/IC57S6C2H1OIEspontaneoFotox10000.mat,Ob-Foto-H,IC57S6C2H1OIEspontaneoFotox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Hembras/IC57S6C2H2ODEspontaenoFotox10000.mat,Ob-Foto-H,IC57S6C2H2ODEspontaenoFotox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Hembras/IC57S6C2H2OIEspontaneoFotox10000.mat,Ob-Foto-H,IC57S6C2H2OIEspontaneoFotox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Hembras/IC57S6C2H3ODEspontaneoFotox10000.mat,Ob-Foto-H,IC57S6C2H3ODEspontaneoFotox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Hembras/IC57S6C2H3OIEspontaneoFotox10000.mat,Ob-Foto-H,IC57S6C2H3OIEspontaneoFotox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Hembras/IC57S6C2H4ODEspontaneoFotox10000.mat,Ob-Foto-H,IC57S6C2H4ODEspontaneoFotox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Hembras/IIC57S6C2H1ODEspontaneoFotox10000.mat,Ob-Foto-H,IIC57S6C2H1ODEspontaneoFotox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Hembras/IIC57S6C2H1OIEspontaneoFotox10000.mat,Ob-Foto-H,IIC57S6C2H1OIEspontaneoFotox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Hembras/IIC57S6C2H2ODEspontaneoFotox10000.mat,Ob-Foto-H,IIC57S6C2H2ODEspontaneoFotox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Hembras/IIC57S6C2H2OIEspontaenoFotox10000.mat,Ob-Foto-H,IIC57S6C2H2OIEspontaenoFotox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Hembras/IIC57S6C2H3ODEspontaneoFotox10000.mat,Ob-Foto-H,IIC57S6C2H3ODEspontaneoFotox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Hembras/IIC57S6C2H3OIEspontaneoFotox10000.mat,Ob-Foto-H,IIC57S6C2H3OIEspontaneoFotox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Machos/IC57S6C2M1ODEspontaneoFotox10000.mat,Ob-Foto-M,IC57S6C2M1ODEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Machos/IC57S6C2M1OIEspontaneoFotox10000.mat,Ob-Foto-M,IC57S6C2M1OIEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Machos/IC57S6C2M2ODEspontaneoFotox10000.mat,Ob-Foto-M,IC57S6C2M2ODEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Machos/IC57S6C2M2OIEspontaneoFotox10000.mat,Ob-Foto-M,IC57S6C2M2OIEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Machos/IC57S6C2M3ODEspontaneoFotox10000.mat,Ob-Foto-M,IC57S6C2M3ODEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Machos/IC57S6C2M3OIEspontaneoFotox10000.mat,Ob-Foto-M,IC57S6C2M3OIEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Machos/IC57S6C2M4ODEspontaneoFotox10000.mat,Ob-Foto-M,IC57S6C2M4ODEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Machos/IC57S6C2M4OIEspontaneoFotox10000.mat,Ob-Foto-M,IC57S6C2M4OIEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Machos/IIC57S6C2M1ODEspontaneoFotox10000.mat,Ob-Foto-M,IIC57S6C2M1ODEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Machos/IIC57S6C2M1OIEspontaneoFotox10000.mat,Ob-Foto-M,IIC57S6C2M1OIEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Machos/IIC57S6C2M2ODEspontaneoFotox10000.mat,Ob-Foto-M,IIC57S6C2M2ODEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Machos/IIC57S6C2M2OIEspontaneoFotox10000.mat,Ob-Foto-M,IIC57S6C2M2OIEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Machos/IIC57S6C2M3ODEspontaneoFotox10000.mat,Ob-Foto-M,IIC57S6C2M3ODEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Foto/Machos/IIC57S6C2M3OIEspontaneoFotox10000.mat,Ob-Foto-M,IIC57S6C2M3OIEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Hembras/IC57S6C2H1ODEspontaneoMesox10000.mat,Ob-Meso-H,IC57S6C2H1ODEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Hembras/IC57S6C2H1OIEspontaneoMesox10000.mat,Ob-Meso-H,IC57S6C2H1OIEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Hembras/IC57S6C2H2ODEspontaneoMesox10000.mat,Ob-Meso-H,IC57S6C2H2ODEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Hembras/IC57S6C2H2OIEspontaneoMesox10000.mat,Ob-Meso-H,IC57S6C2H2OIEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Hembras/IC57S6C2H3ODEspontaneoMesox10000.mat,Ob-Meso-H,IC57S6C2H3ODEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Hembras/IC57S6C2H3OIEspontaneoMesox10000.mat,Ob-Meso-H,IC57S6C2H3OIEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Hembras/IC57S6C2H4ODEspontaneoMesox10000.mat,Ob-Meso-H,IC57S6C2H4ODEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Hembras/IIC57S6C2H1ODEspontaneoMesox10000.mat,Ob-Meso-H,IIC57S6C2H1ODEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Hembras/IIC57S6C2H1OIEspontaneoMesox10000.mat,Ob-Meso-H,IIC57S6C2H1OIEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Hembras/IIC57S6C2H2ODEspontaneoMesox10000.mat,Ob-Meso-H,IIC57S6C2H2ODEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Hembras/IIC57S6C2H2OIEspontaneoMesox10000.mat,Ob-Meso-H,IIC57S6C2H2OIEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Hembras/IIC57S6C2H3ODEspontaneoMesox10000.mat,Ob-Meso-H,IIC57S6C2H3ODEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Hembras/IIC57S6C2H3OIEspontaneoMesox10000.mat,Ob-Meso-H,IIC57S6C2H3OIEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Machos/IC57S6C2M1ODEspontaneoMesox10000.mat,Ob-Meso-M,IC57S6C2M1ODEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Machos/IC57S6C2M1OIEspontaneoMesox10000.mat,Ob-Meso-M,IC57S6C2M1OIEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Machos/IC57S6C2M2ODEspontaneoMesox10000.mat,Ob-Meso-M,IC57S6C2M2ODEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Machos/IC57S6C2M2OIEspontaneoMesox10000.mat,Ob-Meso-M,IC57S6C2M2OIEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Machos/IC57S6C2M3ODEspontaneoMesox10000.mat,Ob-Meso-M,IC57S6C2M3ODEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Machos/IC57S6C2M3OIEspontaneoMesox10000.mat,Ob-Meso-M,IC57S6C2M3OIEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Machos/IC57S6C2M4ODEspontaneoMesox10000.mat,Ob-Meso-M,IC57S6C2M4ODEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Machos/IC57S6C2M4OIEspontaneoMesox10000.mat,Ob-Meso-M,IC57S6C2M4OIEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Machos/IIC57S6C2M1ODEspontaneoMesox10000.mat,Ob-Meso-M,IIC57S6C2M1ODEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Machos/IIC57S6C2M1OIEspontaneoMesox10000.mat,Ob-Meso-M,IIC57S6C2M1OIEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Machos/IIC57S6C2M2ODEspontaneoMesox10000.mat,Ob-Meso-M,IIC57S6C2M2ODEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Machos/IIC57S6C2M2OIEspontaneoMesox10000.mat,Ob-Meso-M,IIC57S6C2M2OIEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Machos/IIC57S6C2M3ODEspontaneoMesox10000.mat,Ob-Meso-M,IIC57S6C2M3ODEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Obesos/Meso/Machos/IIC57S6C2M3OIEspontaneoMesox10000.mat,Ob-Meso-M,IIC57S6C2M3OIEspontaneoMesox10000,Machos
